Filename|Predictions
n02099267-flat-coated_retriever\n02099267_1358.jpg|n02102973-Irish_water_spaniel
n02099267-flat-coated_retriever\n02099267_1451.jpg|n02102973-Irish_water_spaniel
n02099267-flat-coated_retriever\n02099267_1470.jpg|n02093991-Irish_terrier
n02099267-flat-coated_retriever\n02099267_1533.jpg|n02105056-groenendael
n02099267-flat-coated_retriever\n02099267_1547.jpg|n02088632-bluetick
n02099267-flat-coated_retriever\n02099267_1573.jpg|n02106550-Rottweiler
n02099267-flat-coated_retriever\n02099267_1596.jpg|n02093859-Kerry_blue_terrier
n02099267-flat-coated_retriever\n02099267_1624.jpg|n02102973-Irish_water_spaniel
n02099267-flat-coated_retriever\n02099267_1639.jpg|n02111277-Newfoundland
n02099267-flat-coated_retriever\n02099267_1723.jpg|n02104365-schipperke
n02099267-flat-coated_retriever\n02099267_1753.jpg|n02097130-giant_schnauzer
n02099267-flat-coated_retriever\n02099267_1860.jpg|n02097130-giant_schnauzer
n02099267-flat-coated_retriever\n02099267_1862.jpg|n02097130-giant_schnauzer
n02099429-curly-coated_retriever\n02099429_1039.jpg|n02093859-Kerry_blue_terrier
n02099429-curly-coated_retriever\n02099429_1068.jpg|n02099429-curly-coated_retriever
n02099429-curly-coated_retriever\n02099429_109.jpg|n02097130-giant_schnauzer
n02099429-curly-coated_retriever\n02099429_1122.jpg|n02111277-Newfoundland
n02099429-curly-coated_retriever\n02099429_1150.jpg|n02097130-giant_schnauzer
n02099429-curly-coated_retriever\n02099429_1165.jpg|n02097130-giant_schnauzer
n02099429-curly-coated_retriever\n02099429_1178.jpg|n02099429-curly-coated_retriever
n02099429-curly-coated_retriever\n02099429_120.jpg|n02097130-giant_schnauzer
n02099429-curly-coated_retriever\n02099429_1200.jpg|n02093256-Staffordshire_bullterrier
n02099429-curly-coated_retriever\n02099429_121.jpg|n02102973-Irish_water_spaniel
n02099429-curly-coated_retriever\n02099429_1234.jpg|n02097130-giant_schnauzer
n02099429-curly-coated_retriever\n02099429_1236.jpg|n02111277-Newfoundland
n02099429-curly-coated_retriever\n02099429_1239.jpg|n02097130-giant_schnauzer
n02099429-curly-coated_retriever\n02099429_1259.jpg|n02099429-curly-coated_retriever
n02099429-curly-coated_retriever\n02099429_1304.jpg|n02110958-pug
n02099429-curly-coated_retriever\n02099429_1328.jpg|n02097130-giant_schnauzer
n02099429-curly-coated_retriever\n02099429_1342.jpg|n02112706-Brabancon_griffon
n02099429-curly-coated_retriever\n02099429_1359.jpg|n02088094-Afghan_hound
n02099429-curly-coated_retriever\n02099429_1372.jpg|n02102040-English_springer
n02099429-curly-coated_retriever\n02099429_1377.jpg|n02097298-Scotch_terrier
n02099429-curly-coated_retriever\n02099429_1405.jpg|n02113624-toy_poodle
n02099429-curly-coated_retriever\n02099429_1412.jpg|n02107908-Appenzeller
n02099601-golden_retriever\n02099601_10.jpg|n02100583-vizsla
n02099601-golden_retriever\n02099601_100.jpg|n02112137-chow
n02099601-golden_retriever\n02099601_1010.jpg|n02115641-dingo
n02099601-golden_retriever\n02099601_1028.jpg|n02096294-Australian_terrier
n02099601-golden_retriever\n02099601_109.jpg|n02085620-Chihuahua
n02099601-golden_retriever\n02099601_1162.jpg|n02100583-vizsla
n02099601-golden_retriever\n02099601_118.jpg|n02094258-Norwich_terrier
n02099601-golden_retriever\n02099601_124.jpg|n02110806-basenji
n02099601-golden_retriever\n02099601_1249.jpg|n02112137-chow
n02099601-golden_retriever\n02099601_1259.jpg|n02095570-Lakeland_terrier
n02099601-golden_retriever\n02099601_1324.jpg|n02099601-golden_retriever
n02099601-golden_retriever\n02099601_14.jpg|n02102480-Sussex_spaniel
n02099601-golden_retriever\n02099601_142.jpg|n02113978-Mexican_hairless
n02099601-golden_retriever\n02099601_1442.jpg|n02090379-redbone
n02099601-golden_retriever\n02099601_1454.jpg|n02096294-Australian_terrier
n02099601-golden_retriever\n02099601_146.jpg|n02098413-Lhasa
n02099601-golden_retriever\n02099601_1580.jpg|n02115913-dhole
n02099601-golden_retriever\n02099601_1633.jpg|n02087394-Rhodesian_ridgeback
n02099601-golden_retriever\n02099601_1743.jpg|n02099601-golden_retriever
n02099601-golden_retriever\n02099601_176.jpg|n02115641-dingo
n02099601-golden_retriever\n02099601_1768.jpg|n02112018-Pomeranian
n02099601-golden_retriever\n02099601_2029.jpg|n02093991-Irish_terrier
n02099712-Labrador_retriever\n02099712_1150.jpg|n02092339-Weimaraner
n02099712-Labrador_retriever\n02099712_1200.jpg|n02097130-giant_schnauzer
n02099712-Labrador_retriever\n02099712_1229.jpg|n02095570-Lakeland_terrier
n02099712-Labrador_retriever\n02099712_1254.jpg|n02094258-Norwich_terrier
n02099712-Labrador_retriever\n02099712_129.jpg|n02110958-pug
n02099712-Labrador_retriever\n02099712_1383.jpg|n02098413-Lhasa
n02099712-Labrador_retriever\n02099712_1414.jpg|n02096051-Airedale
n02099712-Labrador_retriever\n02099712_1436.jpg|n02099601-golden_retriever
n02099712-Labrador_retriever\n02099712_1660.jpg|n02099267-flat-coated_retriever
n02099712-Labrador_retriever\n02099712_1828.jpg|n02089078-black-and-tan_coonhound
n02099712-Labrador_retriever\n02099712_1866.jpg|n02099849-Chesapeake_Bay_retriever
n02099712-Labrador_retriever\n02099712_1930.jpg|n02085936-Maltese_dog
n02099712-Labrador_retriever\n02099712_1941.jpg|n02110958-pug
n02099712-Labrador_retriever\n02099712_1987.jpg|n02090721-Irish_wolfhound
n02099712-Labrador_retriever\n02099712_209.jpg|n02111889-Samoyed
n02099712-Labrador_retriever\n02099712_2115.jpg|n02090379-redbone
n02099712-Labrador_retriever\n02099712_2118.jpg|n02098413-Lhasa
n02099712-Labrador_retriever\n02099712_2120.jpg|n02097130-giant_schnauzer
n02099712-Labrador_retriever\n02099712_2174.jpg|n02104365-schipperke
n02099712-Labrador_retriever\n02099712_221.jpg|n02115641-dingo
n02099712-Labrador_retriever\n02099712_2223.jpg|n02102973-Irish_water_spaniel
n02099712-Labrador_retriever\n02099712_2224.jpg|n02093256-Staffordshire_bullterrier
n02099712-Labrador_retriever\n02099712_2226.jpg|n02085936-Maltese_dog
n02099712-Labrador_retriever\n02099712_2228.jpg|n02097130-giant_schnauzer
n02099712-Labrador_retriever\n02099712_2234.jpg|n02105056-groenendael
n02099849-Chesapeake_Bay_retriever\n02099849_1024.jpg|n02112018-Pomeranian
n02099849-Chesapeake_Bay_retriever\n02099849_1050.jpg|n02095889-Sealyham_terrier
n02099849-Chesapeake_Bay_retriever\n02099849_1068.jpg|n02099601-golden_retriever
n02099849-Chesapeake_Bay_retriever\n02099849_110.jpg|n02090721-Irish_wolfhound
n02099849-Chesapeake_Bay_retriever\n02099849_1115.jpg|n02100877-Irish_setter
n02099849-Chesapeake_Bay_retriever\n02099849_1157.jpg|n02100877-Irish_setter
n02099849-Chesapeake_Bay_retriever\n02099849_1212.jpg|n02099849-Chesapeake_Bay_retriever
n02099849-Chesapeake_Bay_retriever\n02099849_1215.jpg|n02113978-Mexican_hairless
n02099849-Chesapeake_Bay_retriever\n02099849_1234.jpg|n02100877-Irish_setter
n02099849-Chesapeake_Bay_retriever\n02099849_1265.jpg|n02100877-Irish_setter
n02099849-Chesapeake_Bay_retriever\n02099849_1278.jpg|n02094258-Norwich_terrier
n02099849-Chesapeake_Bay_retriever\n02099849_130.jpg|n02100877-Irish_setter
n02099849-Chesapeake_Bay_retriever\n02099849_1310.jpg|n02097658-silky_terrier
n02099849-Chesapeake_Bay_retriever\n02099849_1326.jpg|n02107142-Doberman
n02099849-Chesapeake_Bay_retriever\n02099849_1349.jpg|n02105641-Old_English_sheepdog
n02099849-Chesapeake_Bay_retriever\n02099849_140.jpg|n02099849-Chesapeake_Bay_retriever
n02099849-Chesapeake_Bay_retriever\n02099849_1408.jpg|n02091467-Norwegian_elkhound
n02099849-Chesapeake_Bay_retriever\n02099849_1449.jpg|n02096051-Airedale
n02099849-Chesapeake_Bay_retriever\n02099849_1472.jpg|n02097130-giant_schnauzer
n02099849-Chesapeake_Bay_retriever\n02099849_1523.jpg|n02099429-curly-coated_retriever
n02099849-Chesapeake_Bay_retriever\n02099849_1536.jpg|n02090379-redbone
n02099849-Chesapeake_Bay_retriever\n02099849_1575.jpg|n02097658-silky_terrier
n02099849-Chesapeake_Bay_retriever\n02099849_1599.jpg|n02099849-Chesapeake_Bay_retriever
n02099849-Chesapeake_Bay_retriever\n02099849_1645.jpg|n02096177-cairn
n02099849-Chesapeake_Bay_retriever\n02099849_1657.jpg|n02099849-Chesapeake_Bay_retriever
n02100236-German_short-haired_pointer\n02100236_1054.jpg|n02108089-boxer
n02100236-German_short-haired_pointer\n02100236_111.jpg|n02091134-whippet
n02100236-German_short-haired_pointer\n02100236_1164.jpg|n02088632-bluetick
n02100236-German_short-haired_pointer\n02100236_1244.jpg|n02093256-Staffordshire_bullterrier
n02100236-German_short-haired_pointer\n02100236_1245.jpg|n02100236-German_short-haired_pointer
n02100236-German_short-haired_pointer\n02100236_1258.jpg|n02100236-German_short-haired_pointer
n02100236-German_short-haired_pointer\n02100236_1272.jpg|n02096177-cairn
n02100236-German_short-haired_pointer\n02100236_1329.jpg|n02110063-malamute
n02100236-German_short-haired_pointer\n02100236_1435.jpg|n02100236-German_short-haired_pointer
n02100236-German_short-haired_pointer\n02100236_1443.jpg|n02102973-Irish_water_spaniel
n02100236-German_short-haired_pointer\n02100236_1448.jpg|n02099429-curly-coated_retriever
n02100236-German_short-haired_pointer\n02100236_1529.jpg|n02085620-Chihuahua
n02100236-German_short-haired_pointer\n02100236_1553.jpg|n02105056-groenendael
n02100236-German_short-haired_pointer\n02100236_156.jpg|n02100236-German_short-haired_pointer
n02100236-German_short-haired_pointer\n02100236_1634.jpg|n02095314-wire-haired_fox_terrier
n02100236-German_short-haired_pointer\n02100236_1652.jpg|n02108089-boxer
n02100236-German_short-haired_pointer\n02100236_1673.jpg|n02105162-malinois
n02100236-German_short-haired_pointer\n02100236_1687.jpg|n02093256-Staffordshire_bullterrier
n02100236-German_short-haired_pointer\n02100236_1741.jpg|n02093859-Kerry_blue_terrier
n02100236-German_short-haired_pointer\n02100236_1802.jpg|n02100877-Irish_setter
n02100236-German_short-haired_pointer\n02100236_1828.jpg|n02099429-curly-coated_retriever
n02100236-German_short-haired_pointer\n02100236_1838.jpg|n02093647-Bedlington_terrier
n02100583-vizsla\n02100583_10249.jpg|n02099849-Chesapeake_Bay_retriever
n02100583-vizsla\n02100583_10358.jpg|n02099849-Chesapeake_Bay_retriever
n02100583-vizsla\n02100583_10367.jpg|n02112018-Pomeranian
n02100583-vizsla\n02100583_10388.jpg|n02093991-Irish_terrier
n02100583-vizsla\n02100583_10425.jpg|n02090379-redbone
n02100583-vizsla\n02100583_10433.jpg|n02087394-Rhodesian_ridgeback
n02100583-vizsla\n02100583_10698.jpg|n02090379-redbone
n02100583-vizsla\n02100583_10721.jpg|n02100877-Irish_setter
n02100583-vizsla\n02100583_10787.jpg|n02110806-basenji
n02100583-vizsla\n02100583_10834.jpg|n02093991-Irish_terrier
n02100583-vizsla\n02100583_10844.jpg|n02096051-Airedale
n02100583-vizsla\n02100583_10960.jpg|n02090379-redbone
n02100583-vizsla\n02100583_11072.jpg|n02113978-Mexican_hairless
n02100583-vizsla\n02100583_11119.jpg|n02099849-Chesapeake_Bay_retriever
n02100583-vizsla\n02100583_11143.jpg|n02115641-dingo
n02100583-vizsla\n02100583_11163.jpg|n02100583-vizsla
n02100583-vizsla\n02100583_11231.jpg|n02100877-Irish_setter
n02100583-vizsla\n02100583_11289.jpg|n02093991-Irish_terrier
n02100583-vizsla\n02100583_11450.jpg|n02097658-silky_terrier
n02100583-vizsla\n02100583_11473.jpg|n02090379-redbone
n02100583-vizsla\n02100583_11553.jpg|n02110806-basenji
n02100583-vizsla\n02100583_11665.jpg|n02090379-redbone
n02100583-vizsla\n02100583_11701.jpg|n02091134-whippet
n02100735-English_setter\n02100735_10030.jpg|n02101556-clumber
n02100735-English_setter\n02100735_10038.jpg|n02092002-Scottish_deerhound
n02100735-English_setter\n02100735_10064.jpg|n02110806-basenji
n02100735-English_setter\n02100735_10086.jpg|n02098286-West_Highland_white_terrier
n02100735-English_setter\n02100735_10097.jpg|n02091032-Italian_greyhound
n02100735-English_setter\n02100735_10105.jpg|n02110063-malamute
n02100735-English_setter\n02100735_10107.jpg|n02106166-Border_collie
n02100735-English_setter\n02100735_10114.jpg|n02108000-EntleBucher
n02100735-English_setter\n02100735_10133.jpg|n02110958-pug
n02100735-English_setter\n02100735_10139.jpg|n02110958-pug
n02100735-English_setter\n02100735_10147.jpg|n02088466-bloodhound
n02100735-English_setter\n02100735_10158.jpg|n02098286-West_Highland_white_terrier
n02100735-English_setter\n02100735_10175.jpg|n02111500-Great_Pyrenees
n02100735-English_setter\n02100735_10188.jpg|n02111889-Samoyed
n02100735-English_setter\n02100735_10201.jpg|n02099849-Chesapeake_Bay_retriever
n02100735-English_setter\n02100735_10211.jpg|n02101006-Gordon_setter
n02100735-English_setter\n02100735_10257.jpg|n02111500-Great_Pyrenees
n02100735-English_setter\n02100735_10303.jpg|n02105412-kelpie
n02100735-English_setter\n02100735_1103.jpg|n02105641-Old_English_sheepdog
n02100735-English_setter\n02100735_1117.jpg|n02096051-Airedale
n02100735-English_setter\n02100735_1204.jpg|n02092002-Scottish_deerhound
n02100735-English_setter\n02100735_1305.jpg|n02115913-dhole
n02100735-English_setter\n02100735_1388.jpg|n02088632-bluetick
n02100735-English_setter\n02100735_1467.jpg|n02094433-Yorkshire_terrier
n02100877-Irish_setter\n02100877_102.jpg|n02100583-vizsla
n02100877-Irish_setter\n02100877_1020.jpg|n02100877-Irish_setter
n02100877-Irish_setter\n02100877_1061.jpg|n02095570-Lakeland_terrier
n02100877-Irish_setter\n02100877_1062.jpg|n02087394-Rhodesian_ridgeback
n02100877-Irish_setter\n02100877_1069.jpg|n02096294-Australian_terrier
n02100877-Irish_setter\n02100877_1165.jpg|n02111500-Great_Pyrenees
n02100877-Irish_setter\n02100877_1201.jpg|n02099429-curly-coated_retriever
n02100877-Irish_setter\n02100877_123.jpg|n02099601-golden_retriever
n02100877-Irish_setter\n02100877_131.jpg|n02100877-Irish_setter
n02100877-Irish_setter\n02100877_14.jpg|n02099849-Chesapeake_Bay_retriever
n02100877-Irish_setter\n02100877_1453.jpg|n02102318-cocker_spaniel
n02100877-Irish_setter\n02100877_151.jpg|n02100877-Irish_setter
n02100877-Irish_setter\n02100877_1542.jpg|n02102480-Sussex_spaniel
n02100877-Irish_setter\n02100877_156.jpg|n02115913-dhole
n02100877-Irish_setter\n02100877_1669.jpg|n02102480-Sussex_spaniel
n02100877-Irish_setter\n02100877_172.jpg|n02097658-silky_terrier
n02100877-Irish_setter\n02100877_1749.jpg|n02097658-silky_terrier
n02100877-Irish_setter\n02100877_1776.jpg|n02100877-Irish_setter
n02100877-Irish_setter\n02100877_1787.jpg|n02100877-Irish_setter
n02100877-Irish_setter\n02100877_18.jpg|n02102480-Sussex_spaniel
n02100877-Irish_setter\n02100877_1803.jpg|n02100877-Irish_setter
n02100877-Irish_setter\n02100877_185.jpg|n02107142-Doberman
n02100877-Irish_setter\n02100877_1913.jpg|n02102973-Irish_water_spaniel
n02101006-Gordon_setter\n02101006_1016.jpg|n02088094-Afghan_hound
n02101006-Gordon_setter\n02101006_1059.jpg|n02101006-Gordon_setter
n02101006-Gordon_setter\n02101006_1126.jpg|n02089078-black-and-tan_coonhound
n02101006-Gordon_setter\n02101006_114.jpg|n02089078-black-and-tan_coonhound
n02101006-Gordon_setter\n02101006_1153.jpg|n02101006-Gordon_setter
n02101006-Gordon_setter\n02101006_1160.jpg|n02107312-miniature_pinscher
n02101006-Gordon_setter\n02101006_12.jpg|n02094258-Norwich_terrier
n02101006-Gordon_setter\n02101006_1202.jpg|n02106550-Rottweiler
n02101006-Gordon_setter\n02101006_1205.jpg|n02092002-Scottish_deerhound
n02101006-Gordon_setter\n02101006_1208.jpg|n02113023-Pembroke
n02101006-Gordon_setter\n02101006_1249.jpg|n02105056-groenendael
n02101006-Gordon_setter\n02101006_1297.jpg|n02108000-EntleBucher
n02101006-Gordon_setter\n02101006_1308.jpg|n02106382-Bouvier_des_Flandres
n02101006-Gordon_setter\n02101006_134.jpg|n02096294-Australian_terrier
n02101006-Gordon_setter\n02101006_135.jpg|n02093859-Kerry_blue_terrier
n02101006-Gordon_setter\n02101006_1354.jpg|n02106550-Rottweiler
n02101006-Gordon_setter\n02101006_1389.jpg|n02107574-Greater_Swiss_Mountain_dog
n02101006-Gordon_setter\n02101006_1435.jpg|n02101006-Gordon_setter
n02101006-Gordon_setter\n02101006_1440.jpg|n02088094-Afghan_hound
n02101006-Gordon_setter\n02101006_1476.jpg|n02110627-affenpinscher
n02101006-Gordon_setter\n02101006_1506.jpg|n02101006-Gordon_setter
n02101006-Gordon_setter\n02101006_1551.jpg|n02101006-Gordon_setter
n02101388-Brittany_spaniel\n02101388_10017.jpg|n02110806-basenji
n02101388-Brittany_spaniel\n02101388_10107.jpg|n02092339-Weimaraner
n02101388-Brittany_spaniel\n02101388_10290.jpg|n02088238-basset
n02101388-Brittany_spaniel\n02101388_10348.jpg|n02101388-Brittany_spaniel
n02101388-Brittany_spaniel\n02101388_10373.jpg|n02090622-borzoi
n02101388-Brittany_spaniel\n02101388_10470.jpg|n02101388-Brittany_spaniel
n02101388-Brittany_spaniel\n02101388_1050.jpg|n02115641-dingo
n02101388-Brittany_spaniel\n02101388_10502.jpg|n02093991-Irish_terrier
n02101388-Brittany_spaniel\n02101388_10509.jpg|n02102177-Welsh_springer_spaniel
n02101388-Brittany_spaniel\n02101388_10527.jpg|n02101388-Brittany_spaniel
n02101388-Brittany_spaniel\n02101388_1060.jpg|n02101388-Brittany_spaniel
n02101388-Brittany_spaniel\n02101388_1222.jpg|n02104029-kuvasz
n02101388-Brittany_spaniel\n02101388_1242.jpg|n02091134-whippet
n02101388-Brittany_spaniel\n02101388_1249.jpg|n02101388-Brittany_spaniel
n02101388-Brittany_spaniel\n02101388_1252.jpg|n02090622-borzoi
n02101388-Brittany_spaniel\n02101388_1262.jpg|n02100583-vizsla
n02101388-Brittany_spaniel\n02101388_1445.jpg|n02102177-Welsh_springer_spaniel
n02101388-Brittany_spaniel\n02101388_1456.jpg|n02089973-English_foxhound
n02101388-Brittany_spaniel\n02101388_149.jpg|n02101556-clumber
n02101388-Brittany_spaniel\n02101388_1517.jpg|n02115641-dingo
n02101388-Brittany_spaniel\n02101388_1524.jpg|n02112018-Pomeranian
n02101388-Brittany_spaniel\n02101388_1803.jpg|n02086646-Blenheim_spaniel
n02101556-clumber\n02101556_1018.jpg|n02086910-papillon
n02101556-clumber\n02101556_1116.jpg|n02111889-Samoyed
n02101556-clumber\n02101556_1270.jpg|n02108089-boxer
n02101556-clumber\n02101556_129.jpg|n02095889-Sealyham_terrier
n02101556-clumber\n02101556_1355.jpg|n02095889-Sealyham_terrier
n02101556-clumber\n02101556_1469.jpg|n02111500-Great_Pyrenees
n02101556-clumber\n02101556_1665.jpg|n02101556-clumber
n02101556-clumber\n02101556_1680.jpg|n02095889-Sealyham_terrier
n02101556-clumber\n02101556_1745.jpg|n02098105-soft-coated_wheaten_terrier
n02101556-clumber\n02101556_1819.jpg|n02095889-Sealyham_terrier
n02101556-clumber\n02101556_1991.jpg|n02093647-Bedlington_terrier
n02101556-clumber\n02101556_2002.jpg|n02115641-dingo
n02101556-clumber\n02101556_2003.jpg|n02095889-Sealyham_terrier
n02101556-clumber\n02101556_2023.jpg|n02085936-Maltese_dog
n02101556-clumber\n02101556_2362.jpg|n02095889-Sealyham_terrier
n02101556-clumber\n02101556_2517.jpg|n02096437-Dandie_Dinmont
n02101556-clumber\n02101556_2566.jpg|n02088364-beagle
n02101556-clumber\n02101556_2580.jpg|n02091467-Norwegian_elkhound
n02101556-clumber\n02101556_2604.jpg|n02088238-basset
n02101556-clumber\n02101556_2623.jpg|n02095314-wire-haired_fox_terrier
n02101556-clumber\n02101556_2642.jpg|n02098286-West_Highland_white_terrier
n02101556-clumber\n02101556_2668.jpg|n02101556-clumber
n02102040-English_springer\n02102040_1055.jpg|n02102040-English_springer
n02102040-English_springer\n02102040_1082.jpg|n02109047-Great_Dane
n02102040-English_springer\n02102040_113.jpg|n02102040-English_springer
n02102040-English_springer\n02102040_1147.jpg|n02088632-bluetick
n02102040-English_springer\n02102040_1153.jpg|n02100236-German_short-haired_pointer
n02102040-English_springer\n02102040_1157.jpg|n02097474-Tibetan_terrier
n02102040-English_springer\n02102040_1178.jpg|n02102040-English_springer
n02102040-English_springer\n02102040_1201.jpg|n02097474-Tibetan_terrier
n02102040-English_springer\n02102040_1217.jpg|n02096585-Boston_bull
n02102040-English_springer\n02102040_1230.jpg|n02086240-Shih-Tzu
n02102040-English_springer\n02102040_1244.jpg|n02096437-Dandie_Dinmont
n02102040-English_springer\n02102040_1249.jpg|n02097298-Scotch_terrier
n02102040-English_springer\n02102040_1259.jpg|n02099849-Chesapeake_Bay_retriever
n02102040-English_springer\n02102040_1263.jpg|n02091244-Ibizan_hound
n02102040-English_springer\n02102040_1266.jpg|n02085782-Japanese_spaniel
n02102040-English_springer\n02102040_1276.jpg|n02107574-Greater_Swiss_Mountain_dog
n02102040-English_springer\n02102040_1289.jpg|n02102040-English_springer
n02102040-English_springer\n02102040_1300.jpg|n02088632-bluetick
n02102040-English_springer\n02102040_1306.jpg|n02102040-English_springer
n02102040-English_springer\n02102040_1487.jpg|n02096585-Boston_bull
n02102040-English_springer\n02102040_1495.jpg|n02102040-English_springer
n02102040-English_springer\n02102040_1515.jpg|n02090721-Irish_wolfhound
n02102040-English_springer\n02102040_1519.jpg|n02090622-borzoi
n02102177-Welsh_springer_spaniel\n02102177_1022.jpg|n02102177-Welsh_springer_spaniel
n02102177-Welsh_springer_spaniel\n02102177_1028.jpg|n02091244-Ibizan_hound
n02102177-Welsh_springer_spaniel\n02102177_1039.jpg|n02086646-Blenheim_spaniel
n02102177-Welsh_springer_spaniel\n02102177_1055.jpg|n02100877-Irish_setter
n02102177-Welsh_springer_spaniel\n02102177_108.jpg|n02102177-Welsh_springer_spaniel
n02102177-Welsh_springer_spaniel\n02102177_1128.jpg|n02101388-Brittany_spaniel
n02102177-Welsh_springer_spaniel\n02102177_1160.jpg|n02102177-Welsh_springer_spaniel
n02102177-Welsh_springer_spaniel\n02102177_1175.jpg|n02110806-basenji
n02102177-Welsh_springer_spaniel\n02102177_1187.jpg|n02102177-Welsh_springer_spaniel
n02102177-Welsh_springer_spaniel\n02102177_1210.jpg|n02102177-Welsh_springer_spaniel
n02102177-Welsh_springer_spaniel\n02102177_1241.jpg|n02086646-Blenheim_spaniel
n02102177-Welsh_springer_spaniel\n02102177_1242.jpg|n02086646-Blenheim_spaniel
n02102177-Welsh_springer_spaniel\n02102177_1257.jpg|n02115641-dingo
n02102177-Welsh_springer_spaniel\n02102177_1361.jpg|n02086646-Blenheim_spaniel
n02102177-Welsh_springer_spaniel\n02102177_1386.jpg|n02102177-Welsh_springer_spaniel
n02102177-Welsh_springer_spaniel\n02102177_1423.jpg|n02102177-Welsh_springer_spaniel
n02102177-Welsh_springer_spaniel\n02102177_1471.jpg|n02102177-Welsh_springer_spaniel
n02102177-Welsh_springer_spaniel\n02102177_1472.jpg|n02102177-Welsh_springer_spaniel
n02102177-Welsh_springer_spaniel\n02102177_1476.jpg|n02091244-Ibizan_hound
n02102177-Welsh_springer_spaniel\n02102177_1509.jpg|n02102177-Welsh_springer_spaniel
n02102177-Welsh_springer_spaniel\n02102177_1520.jpg|n02101388-Brittany_spaniel
n02102177-Welsh_springer_spaniel\n02102177_1546.jpg|n02113023-Pembroke
n02102318-cocker_spaniel\n02102318_10000.jpg|n02102177-Welsh_springer_spaniel
n02102318-cocker_spaniel\n02102318_10019.jpg|n02098286-West_Highland_white_terrier
n02102318-cocker_spaniel\n02102318_10020.jpg|n02098413-Lhasa
n02102318-cocker_spaniel\n02102318_10058.jpg|n02091244-Ibizan_hound
n02102318-cocker_spaniel\n02102318_10087.jpg|n02097298-Scotch_terrier
n02102318-cocker_spaniel\n02102318_10157.jpg|n02090622-borzoi
n02102318-cocker_spaniel\n02102318_10162.jpg|n02111277-Newfoundland
n02102318-cocker_spaniel\n02102318_10178.jpg|n02092339-Weimaraner
n02102318-cocker_spaniel\n02102318_10179.jpg|n02090379-redbone
n02102318-cocker_spaniel\n02102318_10180.jpg|n02096437-Dandie_Dinmont
n02102318-cocker_spaniel\n02102318_10218.jpg|n02098286-West_Highland_white_terrier
n02102318-cocker_spaniel\n02102318_10226.jpg|n02097130-giant_schnauzer
n02102318-cocker_spaniel\n02102318_10261.jpg|n02096294-Australian_terrier
n02102318-cocker_spaniel\n02102318_10355.jpg|n02108551-Tibetan_mastiff
n02102318-cocker_spaniel\n02102318_10360.jpg|n02111129-Leonberg
n02102318-cocker_spaniel\n02102318_10483.jpg|n02112018-Pomeranian
n02102318-cocker_spaniel\n02102318_10542.jpg|n02105056-groenendael
n02102318-cocker_spaniel\n02102318_10595.jpg|n02099849-Chesapeake_Bay_retriever
n02102318-cocker_spaniel\n02102318_10618.jpg|n02096585-Boston_bull
n02102318-cocker_spaniel\n02102318_10645.jpg|n02112137-chow
n02102318-cocker_spaniel\n02102318_10697.jpg|n02098105-soft-coated_wheaten_terrier
n02102318-cocker_spaniel\n02102318_10703.jpg|n02096437-Dandie_Dinmont
n02102318-cocker_spaniel\n02102318_10795.jpg|n02088632-bluetick
n02102480-Sussex_spaniel\n02102480_101.jpg|n02102480-Sussex_spaniel
n02102480-Sussex_spaniel\n02102480_105.jpg|n02102480-Sussex_spaniel
n02102480-Sussex_spaniel\n02102480_142.jpg|n02115641-dingo
n02102480-Sussex_spaniel\n02102480_147.jpg|n02097658-silky_terrier
n02102480-Sussex_spaniel\n02102480_1525.jpg|n02105505-komondor
n02102480-Sussex_spaniel\n02102480_1649.jpg|n02102480-Sussex_spaniel
n02102480-Sussex_spaniel\n02102480_1676.jpg|n02102480-Sussex_spaniel
n02102480-Sussex_spaniel\n02102480_1748.jpg|n02093754-Border_terrier
n02102480-Sussex_spaniel\n02102480_1810.jpg|n02102480-Sussex_spaniel
n02102480-Sussex_spaniel\n02102480_1838.jpg|n02111129-Leonberg
n02102480-Sussex_spaniel\n02102480_1849.jpg|n02102480-Sussex_spaniel
n02102480-Sussex_spaniel\n02102480_1965.jpg|n02091635-otterhound
n02102480-Sussex_spaniel\n02102480_2041.jpg|n02100877-Irish_setter
n02102480-Sussex_spaniel\n02102480_2045.jpg|n02091635-otterhound
n02102480-Sussex_spaniel\n02102480_2192.jpg|n02106382-Bouvier_des_Flandres
n02102480-Sussex_spaniel\n02102480_2198.jpg|n02102973-Irish_water_spaniel
n02102480-Sussex_spaniel\n02102480_2224.jpg|n02093256-Staffordshire_bullterrier
n02102480-Sussex_spaniel\n02102480_2385.jpg|n02099849-Chesapeake_Bay_retriever
n02102480-Sussex_spaniel\n02102480_2423.jpg|n02100877-Irish_setter
n02102480-Sussex_spaniel\n02102480_2622.jpg|n02115641-dingo
n02102480-Sussex_spaniel\n02102480_2648.jpg|n02093754-Border_terrier
n02102480-Sussex_spaniel\n02102480_267.jpg|n02097658-silky_terrier
n02102973-Irish_water_spaniel\n02102973_1037.jpg|n02099267-flat-coated_retriever
n02102973-Irish_water_spaniel\n02102973_1066.jpg|n02093859-Kerry_blue_terrier
n02102973-Irish_water_spaniel\n02102973_1116.jpg|n02102973-Irish_water_spaniel
n02102973-Irish_water_spaniel\n02102973_1140.jpg|n02088094-Afghan_hound
n02102973-Irish_water_spaniel\n02102973_1142.jpg|n02115641-dingo
